claim_id,claim_date,claim_amount,claimant_age,claimant_gender,vehicle_age,vehicle_make,vehicle_type,accident_type,injury_severity,police_report_filed,witness_present,location,day_of_week,time_of_day,weather_conditions,previous_claims,previous_accidents,litigation
CL-10564,2022-08-23,20773.98,53,F,5,Ford,Truck,Single Vehicle,Major,0,0,Rural,Tuesday,Night,Fog,0,0,0
CL-10565,2022-12-02,3011.85,58,M,18,Nissan,Sports,Multiple Vehicle,None,0,0,Urban,Friday,Evening,Clear,0,0,0
CL-10566,2023-09-30,425.92,79,F,12,BMW,Sports,Bicycle Involved,Minor,0,0,Suburban,Saturday,Afternoon,Clear,1,0,0
CL-10567,2022-08-10,1466.01,27,F,2,Ford,Luxury,Multiple Vehicle,Minor,1,0,Rural,Wednesday,Night,Clear,2,1,0
CL-10568,2022-02-22,520.64,38,M,6,BMW,Sports,Single Vehicle,None,1,0,Suburban,Tuesday,Morning,Rain,0,0,0
CL-10569,2023-10-01,3223.37,53,F,8,Honda,Truck,Multiple Vehicle,Minor,1,0,Suburban,Sunday,Night,Clear,0,2,0
CL-10570,2024-02-08,5024.6,29,M,4,Chevrolet,Compact,Single Vehicle,Minor,0,1,Suburban,Thursday,Morning,Rain,3,0,0
CL-10571,2024-03-23,36743.8,19,M,9,Hyundai,Sports,Single Vehicle,None,0,1,Urban,Saturday,Evening,Clear,2,2,0
CL-10572,2023-02-11,7275.83,30,M,16,Honda,Luxury,Animal Involved,Minor,1,0,Suburban,Saturday,Morning,Clear,2,0,0
CL-10573,2022-06-05,3778.49,70,F,11,Honda,Truck,Multiple Vehicle,Minor,1,0,Urban,Sunday,Afternoon,Clear,1,0,0
CL-10574,2023-05-13,13296.91,49,F,15,Subaru,Sedan,Single Vehicle,None,1,0,Urban,Saturday,Afternoon,Clear,0,1,0
CL-10575,2022-07-28,346.07,33,F,2,Toyota,SUV,Animal Involved,Minor,0,0,Urban,Thursday,Afternoon,Rain,0,0,0
CL-10576,2023-09-10,6520.7,49,M,8,Audi,SUV,Animal Involved,None,1,1,Urban,Sunday,Night,Clear,1,0,0
CL-10577,2022-09-05,12394.87,49,F,14,BMW,Sedan,Multiple Vehicle,Moderate,1,0,Suburban,Monday,Afternoon,Clear,0,1,1
CL-10578,2022-03-26,833.55,28,M,4,Subaru,Sports,Single Vehicle,None,1,0,Rural,Saturday,Afternoon,Clear,0,0,0
CL-10579,2023-12-13,19389.85,27,F,12,Toyota,SUV,Pedestrian Involved,Moderate,1,0,Urban,Wednesday,Night,Rain,0,1,0
CL-10580,2024-12-27,7377.54,32,M,13,Audi,SUV,Multiple Vehicle,Minor,0,0,Urban,Friday,Evening,Snow,1,0,1
CL-10581,2024-05-27,2985.89,34,M,19,BMW,Sedan,Multiple Vehicle,None,1,0,Urban,Monday,Afternoon,Clear,0,1,0
CL-10582,2024-01-29,10502.18,57,M,14,Chevrolet,Sports,Pedestrian Involved,Minor,0,0,Rural,Monday,Afternoon,Rain,0,1,1
CL-10583,2022-05-22,74969.11,35,F,15,Audi,Sports,Multiple Vehicle,Minor,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10584,2024-11-02,6113.41,72,M,12,Hyundai,Sedan,Single Vehicle,Minor,0,1,Suburban,Saturday,Evening,Clear,1,1,0
CL-10585,2023-11-30,6620.09,42,M,16,Honda,Sports,Multiple Vehicle,Minor,0,0,Rural,Thursday,Evening,Rain,1,1,0
CL-10586,2022-01-26,2832.08,76,M,7,Toyota,Sports,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Evening,Clear,1,0,0
CL-10587,2024-05-10,1772.57,39,M,1,Toyota,Truck,Multiple Vehicle,None,1,0,Rural,Friday,Night,Rain,0,1,0
CL-10588,2024-09-30,13311.76,47,M,4,Toyota,Truck,Multiple Vehicle,None,0,1,Rural,Monday,Morning,Clear,0,0,0
CL-10589,2022-08-05,1759.35,61,M,5,BMW,Sedan,Single Vehicle,Moderate,1,0,Rural,Friday,Morning,Sleet,0,0,0
CL-10590,2024-06-06,5355.5,49,F,11,Hyundai,Compact,Multiple Vehicle,Minor,0,0,Urban,Thursday,Afternoon,Clear,1,0,0
CL-10591,2024-01-12,2770.58,68,F,17,Audi,SUV,Multiple Vehicle,None,0,0,Urban,Friday,Afternoon,Clear,0,2,0
CL-10592,2024-07-30,8732.23,63,M,0,Honda,Truck,Multiple Vehicle,Moderate,0,1,Suburban,Tuesday,Afternoon,Fog,2,1,0
CL-10593,2022-11-10,7334.87,38,F,16,Hyundai,SUV,Multiple Vehicle,None,1,0,Urban,Thursday,Morning,Clear,0,0,0
CL-10594,2024-06-10,17069.49,49,F,10,Subaru,Luxury,Multiple Vehicle,Moderate,1,0,Suburban,Monday,Night,Clear,0,1,0
CL-10595,2022-12-27,2665.06,56,M,9,Chevrolet,Sedan,Multiple Vehicle,None,1,0,Urban,Tuesday,Afternoon,Clear,4,0,0
CL-10596,2024-12-04,3555.14,29,M,18,Ford,Compact,Single Vehicle,None,1,1,Urban,Wednesday,Night,Clear,0,1,0
CL-10597,2023-07-08,1518.51,64,M,13,Hyundai,Luxury,Multiple Vehicle,Major,0,1,Urban,Saturday,Afternoon,Clear,0,0,0
CL-10598,2024-09-17,2883.75,35,F,9,Subaru,Luxury,Pedestrian Involved,None,0,0,Urban,Tuesday,Night,Clear,2,0,1
CL-10599,2024-08-10,7729.2,38,M,14,Honda,Sports,Multiple Vehicle,Moderate,1,1,Urban,Saturday,Night,Rain,2,1,0
CL-10600,2024-06-11,12190.18,30,F,18,Ford,Luxury,Multiple Vehicle,None,0,1,Urban,Tuesday,Morning,Clear,1,0,0
CL-10601,2023-07-04,1625.23,38,M,3,Ford,Sedan,Animal Involved,Minor,1,1,Urban,Tuesday,Night,Rain,1,2,0
CL-10602,2023-10-23,13954.08,25,F,1,Hyundai,Truck,Single Vehicle,Moderate,1,0,Suburban,Monday,Evening,Clear,1,0,0
CL-10603,2023-05-18,25003.36,63,M,8,Toyota,Sedan,Single Vehicle,None,0,0,Suburban,Thursday,Morning,Clear,0,0,0
CL-10604,2022-06-27,8071.72,24,M,9,Mercedes,Truck,Multiple Vehicle,Moderate,0,1,Urban,Monday,Afternoon,Clear,2,0,1
CL-10605,2023-07-26,46730.62,40,F,10,Honda,Luxury,Single Vehicle,Minor,1,1,Urban,Wednesday,Morning,Clear,0,0,0
CL-10606,2024-07-12,1941.96,39,F,13,Toyota,Luxury,Animal Involved,Minor,0,0,Urban,Friday,Evening,Clear,1,0,0
CL-10607,2023-05-15,1103.69,39,F,6,Honda,Compact,Single Vehicle,Minor,1,0,Urban,Monday,Evening,Clear,0,0,0
CL-10608,2024-08-09,581.46,46,F,14,Mercedes,Truck,Multiple Vehicle,Moderate,1,1,Urban,Friday,Night,Clear,0,0,0
CL-10609,2024-02-16,29591.82,30,F,18,Chevrolet,Luxury,Multiple Vehicle,None,1,1,Urban,Friday,Evening,Clear,0,1,0
CL-10610,2023-11-20,10777.75,19,F,14,Mercedes,Sports,Single Vehicle,None,0,0,Urban,Monday,Evening,Clear,1,0,0
CL-10611,2022-02-28,4597.64,46,M,7,Nissan,SUV,Multiple Vehicle,Moderate,1,0,Suburban,Monday,Evening,Clear,0,0,0
CL-10612,2024-10-09,6877.17,69,F,10,Hyundai,Compact,Single Vehicle,Moderate,1,0,Urban,Wednesday,Evening,Rain,2,0,0
CL-10613,2023-10-28,1273.36,44,M,8,Hyundai,Sedan,Multiple Vehicle,None,1,0,Rural,Saturday,Afternoon,Clear,0,0,0
CL-10614,2023-01-08,92494.31,67,M,14,Subaru,Compact,Single Vehicle,Minor,0,1,Urban,Sunday,Afternoon,Clear,1,0,0
CL-10615,2024-09-25,5739.14,40,F,0,Toyota,SUV,Bicycle Involved,Minor,1,0,Rural,Wednesday,Morning,Clear,2,0,0
CL-10616,2023-03-11,5604.21,61,M,0,Subaru,Truck,Animal Involved,Minor,1,0,Urban,Saturday,Night,Clear,0,2,0
CL-10617,2023-12-28,11741.91,39,F,18,Nissan,Sedan,Single Vehicle,None,1,0,Urban,Thursday,Afternoon,Clear,0,1,0
CL-10618,2023-06-14,8753.52,60,F,2,Mercedes,Sedan,Single Vehicle,Minor,1,1,Urban,Wednesday,Evening,Fog,0,1,0
CL-10619,2023-11-29,6429.56,54,M,9,Hyundai,Truck,Multiple Vehicle,None,0,0,Urban,Wednesday,Night,Rain,0,0,0
CL-10620,2023-07-27,1903.46,78,M,7,BMW,Compact,Single Vehicle,Moderate,1,0,Urban,Thursday,Afternoon,Rain,0,1,1
CL-10621,2023-07-20,8653.87,73,F,14,Mercedes,Luxury,Pedestrian Involved,Moderate,0,1,Urban,Thursday,Morning,Snow,1,2,0
CL-10622,2022-01-21,47024.75,20,F,9,Mercedes,Compact,Multiple Vehicle,Minor,1,0,Suburban,Friday,Evening,Clear,1,0,0
CL-10623,2024-11-24,24698.65,80,M,0,Nissan,SUV,Multiple Vehicle,None,0,1,Urban,Sunday,Night,Clear,0,0,0
CL-10624,2023-01-27,33250.46,36,M,17,Chevrolet,Sports,Pedestrian Involved,None,1,1,Suburban,Friday,Afternoon,Rain,2,2,1
CL-10625,2022-06-25,2661.22,40,M,1,Honda,Luxury,Multiple Vehicle,Minor,1,1,Urban,Saturday,Night,Clear,0,2,0
CL-10626,2023-05-10,1498.88,46,M,18,Nissan,Compact,Bicycle Involved,Moderate,1,1,Rural,Wednesday,Afternoon,Clear,1,1,1
CL-10627,2024-04-12,4226.19,47,F,12,Honda,Sports,Bicycle Involved,None,0,1,Urban,Friday,Morning,Rain,0,0,0
CL-10628,2024-09-27,5254.66,56,F,0,Hyundai,Sports,Single Vehicle,Minor,0,0,Urban,Friday,Evening,Rain,1,0,1
CL-10629,2023-05-08,18270.26,42,F,1,Nissan,Truck,Single Vehicle,None,1,0,Urban,Monday,Morning,Clear,0,1,0
CL-10630,2024-09-02,644.87,25,F,15,Honda,SUV,Animal Involved,None,0,0,Urban,Monday,Evening,Clear,2,0,0
CL-10631,2024-10-02,30805.87,75,M,14,Subaru,SUV,Bicycle Involved,None,1,1,Urban,Wednesday,Evening,Rain,1,2,0
CL-10632,2024-07-06,4065.9,33,M,12,Nissan,SUV,Single Vehicle,None,1,0,Urban,Saturday,Night,Snow,2,0,0
CL-10633,2022-02-05,2944.64,18,F,15,Hyundai,Luxury,Pedestrian Involved,None,1,0,Suburban,Saturday,Afternoon,Rain,0,0,0
CL-10634,2022-07-10,1458.95,22,F,16,Nissan,Sedan,Multiple Vehicle,Minor,1,0,Rural,Sunday,Morning,Hail,0,0,0
CL-10635,2023-08-26,674.64,20,F,6,Hyundai,Luxury,Single Vehicle,Moderate,0,0,Urban,Saturday,Morning,Clear,1,1,1
CL-10636,2023-03-30,13197.79,82,F,16,Nissan,Compact,Pedestrian Involved,Moderate,1,0,Rural,Thursday,Morning,Clear,0,2,0
CL-10637,2024-04-08,5366.77,21,F,6,Honda,Sports,Single Vehicle,None,1,0,Rural,Monday,Night,Clear,0,1,0
CL-10638,2023-05-14,1045.29,81,F,12,Chevrolet,Sports,Bicycle Involved,None,1,0,Suburban,Sunday,Night,Clear,0,1,0
CL-10639,2023-09-20,1038.89,27,F,4,Audi,Sedan,Single Vehicle,None,1,1,Urban,Wednesday,Night,Fog,0,1,0
CL-10640,2024-01-26,3284.79,38,F,16,Honda,Compact,Multiple Vehicle,None,1,0,Urban,Friday,Evening,Hail,0,2,0
CL-10641,2024-08-27,36418.27,63,F,2,Toyota,Sedan,Single Vehicle,Minor,1,0,Urban,Tuesday,Morning,Clear,1,0,0
CL-10642,2024-12-23,3599.28,44,M,6,Ford,Sports,Multiple Vehicle,Minor,1,0,Suburban,Monday,Evening,Clear,3,1,1
CL-10643,2023-12-06,809.35,83,F,16,Chevrolet,Luxury,Multiple Vehicle,None,1,0,Urban,Wednesday,Morning,Clear,1,0,0
CL-10644,2024-05-21,3659.6,58,M,6,Subaru,SUV,Single Vehicle,None,1,0,Urban,Tuesday,Morning,Snow,0,0,0
CL-10645,2023-11-09,3543.01,30,M,0,Mercedes,Sports,Multiple Vehicle,None,1,0,Urban,Thursday,Afternoon,Clear,0,0,0
CL-10646,2023-12-22,193.2,26,F,16,Honda,Truck,Multiple Vehicle,None,1,1,Urban,Friday,Morning,Clear,1,0,0
CL-10647,2024-07-18,4604.76,53,F,16,Nissan,SUV,Single Vehicle,Moderate,1,1,Suburban,Thursday,Night,Clear,0,1,0
CL-10648,2023-07-09,3725.21,75,M,10,Honda,Sports,Pedestrian Involved,None,1,1,Urban,Sunday,Night,Clear,1,0,1
CL-10649,2023-09-20,11332.7,71,M,2,BMW,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Wednesday,Night,Fog,0,1,0
CL-10650,2023-05-30,45195.25,29,F,14,Chevrolet,Sedan,Multiple Vehicle,Minor,1,0,Suburban,Tuesday,Afternoon,Clear,0,0,0
CL-10651,2023-04-18,18993.99,31,M,10,Audi,SUV,Multiple Vehicle,Moderate,1,0,Urban,Tuesday,Afternoon,Clear,0,1,0
CL-10652,2022-09-05,3559.35,51,F,15,Subaru,Luxury,Multiple Vehicle,Moderate,1,0,Urban,Monday,Evening,Clear,0,0,0
CL-10653,2023-01-30,1302.67,70,F,8,BMW,Compact,Single Vehicle,Moderate,1,0,Suburban,Monday,Morning,Clear,3,2,0
CL-10654,2023-10-09,107799.87,37,F,0,Hyundai,Truck,Multiple Vehicle,None,1,0,Urban,Monday,Morning,Rain,2,0,0
CL-10655,2022-09-02,5276.73,33,M,15,BMW,SUV,Multiple Vehicle,Minor,0,0,Urban,Friday,Night,Clear,1,1,0
CL-10656,2023-01-15,4997.61,73,M,8,Honda,Sedan,Multiple Vehicle,Moderate,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10657,2023-01-28,4774.53,75,F,18,Subaru,Compact,Pedestrian Involved,None,1,0,Urban,Saturday,Night,Snow,1,1,0
CL-10658,2023-03-20,6233.55,21,M,11,Honda,Luxury,Multiple Vehicle,Minor,0,1,Urban,Monday,Night,Clear,1,0,0
CL-10659,2024-09-18,4133.04,21,M,18,Hyundai,Truck,Single Vehicle,Moderate,1,0,Urban,Wednesday,Night,Rain,0,0,0
CL-10660,2023-07-21,2469.09,37,M,8,Mercedes,Sedan,Single Vehicle,Minor,0,0,Urban,Friday,Night,Clear,1,1,0
CL-10661,2024-12-10,2549.8,27,M,6,Subaru,Luxury,Single Vehicle,None,1,1,Urban,Tuesday,Morning,Clear,0,0,0
CL-10662,2023-08-03,4725.35,41,M,13,Mercedes,Luxury,Single Vehicle,None,0,0,Suburban,Thursday,Afternoon,Rain,0,0,0
CL-10663,2022-07-25,2560.33,43,M,18,Chevrolet,SUV,Multiple Vehicle,Minor,1,0,Urban,Monday,Night,Snow,2,0,0
CL-10664,2023-02-02,2089.3,54,M,18,Chevrolet,SUV,Single Vehicle,None,1,0,Suburban,Thursday,Morning,Clear,1,2,0
CL-10665,2023-08-30,5584.31,71,F,1,Mercedes,Sedan,Single Vehicle,Minor,0,1,Urban,Wednesday,Night,Clear,0,1,0
CL-10666,2023-04-11,3619.27,38,M,8,Chevrolet,Sports,Single Vehicle,Moderate,1,0,Suburban,Tuesday,Evening,Clear,0,1,0
CL-10667,2024-01-10,29875.43,55,M,12,Subaru,Sports,Single Vehicle,None,1,0,Urban,Wednesday,Evening,Clear,2,0,0
CL-10668,2023-01-03,204.15,63,M,14,Nissan,Luxury,Single Vehicle,Moderate,0,1,Suburban,Tuesday,Morning,Clear,0,1,0
CL-10669,2023-09-12,18211.49,21,M,2,Toyota,SUV,Single Vehicle,Minor,1,0,Urban,Tuesday,Afternoon,Rain,0,0,0
CL-10670,2022-01-29,21923.23,77,M,10,Chevrolet,Truck,Multiple Vehicle,None,1,1,Suburban,Saturday,Evening,Clear,1,0,0
CL-10671,2024-12-29,408.27,74,M,13,Chevrolet,Truck,Multiple Vehicle,Moderate,1,1,Urban,Sunday,Evening,Clear,0,1,0
CL-10672,2022-09-17,3257.69,62,M,7,Honda,Luxury,Single Vehicle,Moderate,1,1,Urban,Saturday,Afternoon,Clear,0,1,0
CL-10673,2023-07-16,3147.21,37,M,17,Mercedes,SUV,Multiple Vehicle,Minor,0,1,Urban,Sunday,Evening,Clear,2,1,0
CL-10674,2022-04-04,907.77,34,F,18,Ford,Sedan,Multiple Vehicle,Moderate,0,0,Suburban,Monday,Night,Rain,1,0,0
CL-10675,2022-04-22,1932.6,21,M,15,Audi,Sedan,Single Vehicle,Moderate,1,1,Suburban,Friday,Afternoon,Clear,1,0,0
CL-10676,2023-08-22,1296.35,31,M,1,BMW,Sedan,Single Vehicle,Moderate,1,0,Urban,Tuesday,Evening,Clear,1,0,0
CL-10677,2022-09-16,40244.34,20,M,7,Chevrolet,Truck,Multiple Vehicle,Minor,1,0,Suburban,Friday,Afternoon,Sleet,0,0,1
CL-10678,2024-10-02,15105.5,75,M,5,BMW,SUV,Multiple Vehicle,Moderate,1,0,Suburban,Wednesday,Night,Clear,1,0,0
CL-10679,2022-07-30,22603.64,72,F,11,Subaru,SUV,Single Vehicle,Major,0,0,Rural,Saturday,Evening,Clear,0,1,0
CL-10680,2022-01-26,11684.36,21,F,14,Ford,Truck,Single Vehicle,Moderate,1,0,Suburban,Wednesday,Morning,Clear,0,1,0
CL-10681,2023-08-06,1267.93,41,F,7,Audi,Sedan,Pedestrian Involved,None,1,0,Suburban,Sunday,Evening,Sleet,0,1,0
CL-10682,2024-08-19,2619.07,51,F,3,Mercedes,Sedan,Single Vehicle,Minor,0,1,Urban,Monday,Evening,Hail,0,0,0
CL-10683,2024-09-07,8841.83,47,F,14,Toyota,Luxury,Single Vehicle,Minor,0,0,Suburban,Saturday,Night,Clear,1,0,0
CL-10684,2024-06-21,1133.93,36,F,19,Audi,Sports,Pedestrian Involved,None,1,0,Urban,Friday,Morning,Clear,1,0,0
CL-10685,2023-11-29,11563.38,48,F,16,Audi,Compact,Pedestrian Involved,Major,1,1,Rural,Wednesday,Morning,Fog,2,1,1
CL-10686,2023-01-13,3683.47,77,F,12,Toyota,Sports,Multiple Vehicle,None,1,1,Urban,Friday,Morning,Clear,1,0,0
CL-10687,2022-04-16,3134.47,77,F,17,Nissan,SUV,Multiple Vehicle,None,0,1,Urban,Saturday,Night,Clear,1,0,0
CL-10688,2023-06-02,11535.12,36,F,1,Mercedes,SUV,Single Vehicle,Major,1,0,Urban,Friday,Night,Snow,0,0,0
CL-10689,2024-09-05,8375.92,66,F,12,Honda,SUV,Single Vehicle,Minor,1,0,Suburban,Thursday,Night,Clear,2,0,0
CL-10690,2022-08-22,3187.02,80,F,12,BMW,Sports,Multiple Vehicle,None,1,0,Rural,Monday,Night,Clear,1,1,0
CL-10691,2022-05-14,19755.67,39,F,14,Chevrolet,Compact,Single Vehicle,Minor,1,1,Urban,Saturday,Night,Snow,0,0,1
CL-10692,2024-03-31,1343.08,41,F,19,Audi,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Sunday,Morning,Clear,0,0,0
CL-10693,2024-10-04,10292.01,47,F,9,Subaru,Sports,Bicycle Involved,None,0,1,Suburban,Friday,Afternoon,Clear,1,0,0
CL-10694,2022-06-01,10013.82,75,F,2,Toyota,Compact,Animal Involved,Major,0,1,Suburban,Wednesday,Night,Clear,0,0,0
CL-10695,2022-04-20,3389.86,48,M,18,BMW,Sedan,Single Vehicle,Minor,0,0,Urban,Wednesday,Afternoon,Clear,2,0,0
CL-10696,2022-11-07,7268.9,81,F,2,Ford,Sedan,Multiple Vehicle,Minor,1,1,Suburban,Monday,Evening,Clear,0,0,0
CL-10697,2022-11-02,1095.17,36,M,13,Toyota,SUV,Multiple Vehicle,Minor,0,1,Urban,Wednesday,Evening,Clear,2,0,0
CL-10698,2023-09-15,14895.77,65,F,7,Ford,Truck,Pedestrian Involved,Minor,0,1,Suburban,Friday,Night,Rain,1,0,0
CL-10699,2022-06-24,3936.78,62,F,3,Mercedes,SUV,Single Vehicle,None,1,0,Urban,Friday,Evening,Snow,1,1,0
CL-10700,2023-05-24,2624.73,72,M,19,Audi,Truck,Single Vehicle,None,1,0,Urban,Wednesday,Afternoon,Clear,1,0,0
CL-10701,2022-08-31,17306.04,72,F,10,Subaru,Compact,Single Vehicle,Minor,1,0,Suburban,Wednesday,Evening,Rain,2,0,1
CL-10702,2024-05-02,2110.73,35,M,10,Chevrolet,Sedan,Multiple Vehicle,Moderate,0,0,Urban,Thursday,Evening,Rain,1,0,0
CL-10703,2023-04-08,906.73,80,M,10,Ford,Sports,Multiple Vehicle,None,1,1,Urban,Saturday,Afternoon,Rain,3,0,0
CL-10704,2024-12-06,759.03,64,M,1,BMW,Truck,Multiple Vehicle,Minor,0,0,Suburban,Friday,Evening,Clear,1,2,1
CL-10705,2024-02-19,10170.15,74,F,16,Nissan,Compact,Multiple Vehicle,Moderate,1,0,Urban,Monday,Night,Snow,1,1,0
CL-10706,2024-07-11,1057.31,62,F,8,Mercedes,Sedan,Single Vehicle,None,0,1,Urban,Thursday,Afternoon,Clear,1,0,0
CL-10707,2024-06-25,40366.4,50,F,1,Nissan,Sports,Multiple Vehicle,None,1,1,Urban,Tuesday,Afternoon,Clear,1,3,1
CL-10708,2023-09-01,404.11,34,M,14,Mercedes,Truck,Single Vehicle,None,0,1,Urban,Friday,Morning,Clear,0,0,0
CL-10709,2024-05-28,37637.18,21,M,15,Honda,SUV,Pedestrian Involved,Minor,1,0,Urban,Tuesday,Morning,Rain,0,0,1
CL-10710,2023-09-18,6331.05,37,F,3,BMW,SUV,Bicycle Involved,None,0,1,Urban,Monday,Afternoon,Clear,1,1,0
CL-10711,2022-05-04,4376.24,64,F,7,Nissan,SUV,Animal Involved,Minor,1,0,Rural,Wednesday,Afternoon,Clear,0,1,0
CL-10712,2022-07-23,2555.74,32,F,8,Subaru,Compact,Pedestrian Involved,Minor,1,1,Urban,Saturday,Morning,Rain,4,0,0
CL-10713,2023-03-02,7934.4,64,F,4,Audi,SUV,Single Vehicle,Minor,1,1,Urban,Thursday,Night,Snow,0,0,0
CL-10714,2023-03-09,4697.75,26,F,15,Toyota,Luxury,Single Vehicle,None,1,0,Urban,Thursday,Evening,Rain,1,1,0
CL-10715,2023-06-26,18471.09,33,M,12,Chevrolet,Sedan,Multiple Vehicle,Minor,1,0,Urban,Monday,Evening,Clear,1,1,1
CL-10716,2022-06-16,5636.81,78,M,6,Audi,Compact,Bicycle Involved,Moderate,1,1,Suburban,Thursday,Evening,Clear,1,0,0
CL-10717,2022-11-18,5886.18,27,M,19,Audi,Sports,Single Vehicle,Major,0,1,Suburban,Friday,Afternoon,Rain,0,3,0
CL-10718,2023-05-07,3176.91,67,F,16,Mercedes,SUV,Single Vehicle,Moderate,1,1,Urban,Sunday,Night,Clear,1,1,0
CL-10719,2022-12-22,4590.14,20,M,2,Subaru,Sedan,Pedestrian Involved,Minor,1,1,Urban,Thursday,Morning,Rain,2,0,1
CL-10720,2022-06-03,7110.74,68,M,4,Mercedes,Truck,Single Vehicle,Minor,1,1,Urban,Friday,Night,Clear,2,1,0
CL-10721,2022-11-17,631.31,36,M,18,Hyundai,SUV,Multiple Vehicle,None,1,0,Suburban,Thursday,Night,Fog,0,0,0
CL-10722,2022-01-06,974.75,59,M,11,Ford,Sedan,Multiple Vehicle,None,0,0,Urban,Thursday,Evening,Clear,1,0,0
CL-10723,2024-04-16,11991.06,52,M,6,Chevrolet,Luxury,Single Vehicle,None,1,0,Urban,Tuesday,Morning,Clear,2,0,0
CL-10724,2024-07-11,6033.23,63,F,8,Ford,Truck,Single Vehicle,Minor,0,1,Urban,Thursday,Night,Snow,0,1,1
CL-10725,2024-08-20,3941.12,43,M,5,Toyota,Luxury,Multiple Vehicle,None,1,1,Suburban,Tuesday,Morning,Clear,0,1,0
CL-10726,2023-08-20,5024.7,81,F,16,Hyundai,Sports,Multiple Vehicle,None,1,1,Suburban,Sunday,Afternoon,Clear,1,0,0
CL-10727,2022-03-08,7458.41,54,F,15,BMW,Sedan,Animal Involved,Major,0,0,Rural,Tuesday,Evening,Snow,0,1,1
CL-10728,2023-04-20,2571.61,66,F,2,Toyota,Luxury,Multiple Vehicle,None,1,0,Urban,Thursday,Morning,Clear,1,0,0
CL-10729,2023-08-14,1931.47,38,F,3,Toyota,Sports,Single Vehicle,None,1,1,Urban,Monday,Afternoon,Clear,1,0,0
CL-10730,2023-08-03,6216.82,81,F,9,Honda,Sedan,Multiple Vehicle,None,1,0,Urban,Thursday,Afternoon,Clear,0,2,0
CL-10731,2024-07-18,1519.22,22,M,4,Chevrolet,Sedan,Multiple Vehicle,Minor,0,0,Suburban,Thursday,Afternoon,Clear,0,1,0
CL-10732,2022-05-26,8021.68,21,M,9,Mercedes,Luxury,Single Vehicle,Minor,1,1,Rural,Thursday,Night,Clear,1,0,0
CL-10733,2023-04-24,637.08,56,F,11,Subaru,Sedan,Multiple Vehicle,None,1,1,Urban,Monday,Night,Rain,0,0,0
CL-10734,2023-06-26,16898.61,52,F,9,Ford,SUV,Single Vehicle,Minor,1,0,Urban,Monday,Evening,Rain,0,0,0
CL-10735,2023-02-10,8665.6,18,F,12,Toyota,Sedan,Single Vehicle,Moderate,1,0,Urban,Friday,Evening,Clear,0,0,0
CL-10736,2024-05-20,6682.42,41,M,10,Ford,Compact,Single Vehicle,Moderate,0,1,Urban,Monday,Afternoon,Clear,1,0,0
CL-10737,2022-08-24,15982.17,74,F,15,Ford,Sports,Multiple Vehicle,Major,1,1,Urban,Wednesday,Evening,Fog,1,1,0
CL-10738,2023-04-06,36263.58,58,M,7,BMW,Sedan,Multiple Vehicle,Moderate,1,0,Urban,Thursday,Night,Hail,2,2,1
CL-10739,2022-11-02,16601.43,71,F,7,Chevrolet,Compact,Multiple Vehicle,Minor,0,1,Urban,Wednesday,Evening,Clear,1,1,0
CL-10740,2023-06-29,539.67,63,M,7,Chevrolet,Sedan,Multiple Vehicle,None,1,0,Urban,Thursday,Morning,Snow,1,0,0
CL-10741,2022-10-19,1058.39,77,F,12,Nissan,Sedan,Bicycle Involved,None,1,0,Suburban,Wednesday,Night,Rain,0,0,0
CL-10742,2022-05-27,2322.08,77,M,1,Audi,Luxury,Single Vehicle,None,1,1,Urban,Friday,Afternoon,Clear,1,0,0
CL-10743,2022-05-03,5071.08,74,F,11,Chevrolet,SUV,Single Vehicle,Minor,1,1,Urban,Tuesday,Afternoon,Clear,1,0,0
CL-10744,2022-12-06,9147.09,48,M,9,Ford,Sports,Single Vehicle,Moderate,1,0,Urban,Tuesday,Evening,Clear,2,2,0
CL-10745,2023-09-22,2057.21,41,M,11,Mercedes,SUV,Single Vehicle,Minor,1,1,Suburban,Friday,Night,Snow,2,0,0
CL-10746,2023-08-15,6149.46,53,M,10,Ford,Truck,Multiple Vehicle,None,1,1,Suburban,Tuesday,Afternoon,Rain,0,1,0
CL-10747,2024-06-18,1985.33,47,M,14,Mercedes,Luxury,Multiple Vehicle,Minor,1,0,Urban,Tuesday,Afternoon,Rain,1,1,0
CL-10748,2022-09-12,2359.44,41,M,15,Nissan,Luxury,Multiple Vehicle,Major,1,1,Urban,Monday,Night,Clear,0,0,0
CL-10749,2024-08-17,908.69,47,M,16,Mercedes,SUV,Single Vehicle,Minor,1,0,Urban,Saturday,Night,Rain,0,0,0
CL-10750,2023-09-15,1623.14,24,M,1,Chevrolet,Luxury,Multiple Vehicle,Moderate,1,1,Suburban,Friday,Afternoon,Rain,0,1,0
CL-10751,2024-04-04,970.66,52,F,17,BMW,SUV,Multiple Vehicle,Moderate,0,0,Suburban,Thursday,Evening,Snow,2,0,0
CL-10752,2023-07-12,1523.78,72,F,11,Mercedes,Luxury,Single Vehicle,Major,1,1,Suburban,Wednesday,Evening,Clear,1,2,1
